"Name"	"Score"	"freq_dw"
"FIBCD1"	"FIBCD1"	0.21812378119317	3
"TM4SF1"	"TM4SF1"	0.21812378119317	1
"RP11-626H12.2"	"RP11-626H12.2"	0.21812378119317	1
"MPRIP"	"MPRIP"	0.21812378119317	1
"RP11-338K17.6"	"RP11-338K17.6"	0.219354639780212	4
"KCNJ12"	"KCNJ12"	0.219815359988985	1
"RP11-298J20.4"	"RP11-298J20.4"	0.219815359988985	1
"COX6CP1"	"COX6CP1"	0.222604075893305	4
"RP11-324O2.3"	"RP11-324O2.3"	0.226458443846239	4
"SNORD39"	"SNORD39"	0.228612016144879	3
"ATP5HP4"	"ATP5HP4"	0.23017614212226	1
"TOM1L2"	"TOM1L2"	0.231560837039014	1
"RP11-34P13.13"	"RP11-34P13.13"	0.231560837039014	1
"CSNK1G2-AS1"	"CSNK1G2-AS1"	0.238087890596824	3
"EIF4EP1"	"EIF4EP1"	0.239688478398326	3
"SH3PXD2A"	"SH3PXD2A"	0.244975066635278	1
"B3GALT5"	"B3GALT5"	0.244975066635278	1
"RP1-12G14.9"	"RP1-12G14.9"	0.244975066635278	1
"EIF2AK2"	"EIF2AK2"	0.244975066635278	1
"ARL14EPL"	"ARL14EPL"	0.245441574696926	1
"ACSL5"	"ACSL5"	0.245843951888574	1
"RP11-277P12.6"	"RP11-277P12.6"	0.246151687199312	3
"CTD-2292P10.4"	"CTD-2292P10.4"	0.251295706140456	1
"PFN1P4"	"PFN1P4"	0.251744650600622	1
"RP11-583F2.2"	"RP11-583F2.2"	0.254244209941864	1
"OR51I1"	"OR51I1"	0.254244209941864	1
"KIRREL2"	"KIRREL2"	0.254367757537185	1
"RP11-1023L17.2"	"RP11-1023L17.2"	0.256029262120697	1
"KLHL2P1"	"KLHL2P1"	0.257206939396932	1
"EVA1B"	"EVA1B"	0.258366502304598	2
"RP11-166B2.5"	"RP11-166B2.5"	0.258366502304598	1
"MBOAT1"	"MBOAT1"	0.258366502304598	3
"SAMD5"	"SAMD5"	0.259370573372894	1
"ULBP2"	"ULBP2"	0.260183844821935	2
"SMC1B"	"SMC1B"	0.260183844821935	3
"FAM198B"	"FAM198B"	0.260183844821935	1
"CNTNAP2"	"CNTNAP2"	0.261547636113163	1
"RP11-148O21.4"	"RP11-148O21.4"	0.262736296232008	2
"AC005076.5"	"AC005076.5"	0.263174876625696	4
"KCTD12"	"KCTD12"	0.263820769681541	2
"NEK7"	"NEK7"	0.269199121466851	2
"GPR161"	"GPR161"	0.271735176332981	5
"LINC00471"	"LINC00471"	0.271735176332981	2
"PDXP"	"PDXP"	0.271735176332981	1
"AL353644.4"	"AL353644.4"	0.271735176332981	1
"VANGL2"	"VANGL2"	0.271735176332981	6
"ANK1"	"ANK1"	0.272232235783623	1
"LONRF2"	"LONRF2"	0.272980029708252	3
"ARHGAP29"	"ARHGAP29"	0.275005142279299	1
"SNORA9"	"SNORA9"	0.275279279037685	1
"TAS2R18"	"TAS2R18"	0.275279279037685	2
