"Name"	"Score"	"freq_dw"
"RP11-506K6.4"	"RP11-506K6.4"	0.501596030397121	1
"MORF4"	"MORF4"	0.503560174608567	1
"DDX54"	"DDX54"	0.503560174608567	2
"NOMO2"	"NOMO2"	0.503560174608567	3
"HERC6"	"HERC6"	0.50753328764299	1
"TTPA"	"TTPA"	0.50753328764299	1
"AC110602.1"	"AC110602.1"	0.511502182935734	2
"KRT8P3"	"KRT8P3"	0.511502182935734	2
"CTD-2353F22.1"	"CTD-2353F22.1"	0.513325416944711	1
"FRRS1"	"FRRS1"	0.513739899100855	1
"ADAM5"	"ADAM5"	0.515466862726706	1
"HERPUD1"	"HERPUD1"	0.515466862726706	1
"RP11-766N7.3"	"RP11-766N7.3"	0.515466862726706	2
"BCL2"	"BCL2"	0.515483276006104	2
"TAP1"	"TAP1"	0.519427329255809	1
"STK39"	"STK39"	0.52338358476295	2
"IL18R1"	"IL18R1"	0.52338358476295	1
"LRRC37A9P"	"LRRC37A9P"	0.525987925640909	3
"COL17A1"	"COL17A1"	0.527335631488034	3
"RNU6-1095P"	"RNU6-1095P"	0.527335631488034	1
"CTC-246B18.8"	"CTC-246B18.8"	0.527746056802363	1
"RP11-525G13.2"	"RP11-525G13.2"	0.527746056802363	1
"ABCG2"	"ABCG2"	0.531268584140394	1
"MYH14"	"MYH14"	0.531283471670965	2
"TPI1P1"	"TPI1P1"	0.531283471670965	1
"ZNF724P"	"ZNF724P"	0.53522710755165	1
"PLCL2"	"PLCL2"	0.53522710755165	1
"GDA"	"GDA"	0.53522710755165	2
"KCNB1"	"KCNB1"	0.539166541369994	1
"NR1D2"	"NR1D2"	0.539166541369994	1
"NCEH1"	"NCEH1"	0.543101775365901	3
"PFN1P2"	"PFN1P2"	0.543101775365901	2
"NDEL1"	"NDEL1"	0.547032811779278	1
"SPNS2"	"SPNS2"	0.547032811779278	1
"MX1"	"MX1"	0.547032811779278	1
"IFITM3"	"IFITM3"	0.547222442908546	1
"RP1-90G24.10"	"RP1-90G24.10"	0.550790305929833	2
"IL6R"	"IL6R"	0.550790305929833	1
"FER1L5"	"FER1L5"	0.550959652850029	1
"PKP3"	"PKP3"	0.550959652850029	1
"BEND3P3"	"BEND3P3"	0.550959652850029	2
"RP11-295D4.4"	"RP11-295D4.4"	0.554882300818061	1
"ANXA11"	"ANXA11"	0.554882300818061	1
